dept,name,year,placement,source_url
berkeley,Sikandra Christian,2015,Post Doctoral Scholar at Paris School of Economics,https://are.berkeley.edu/job-candidates/past-placements
berkeley,Rachel Gardner Clark,2015,Senior Utilities Economist at Tacoma Power,https://are.berkeley.edu/job-candidates/past-placements
berkeley,Glynis Gawn,2015,Adjunct Professor at UC Merced,https://are.berkeley.edu/job-candidates/past-placements
berkeley,Sam Heft-Neal,2015,Post Doctoral Scholar at Stanford University,https://are.berkeley.edu/job-candidates/past-placements
berkeley,Marieke Kleemans,2015,Assistant Professor at University of Illinois-Urbana-Champaign,https://are.berkeley.edu/job-candidates/past-placements
berkeley,Yongdong Liu,2015,Assistant Professor at University College London,https://are.berkeley.edu/job-candidates/past-placements
berkeley,Stanislao Maldonado,2015,"Assistant Professor at Universidad del Rosario, Colombia",https://are.berkeley.edu/job-candidates/past-placements
berkeley,Reid Stevens,2015,Assistant Professor at Texas A&M,https://are.berkeley.edu/job-candidates/past-placements
berkeley,Megan Stevenson,2015,Post Doctoral Scholar at University of Pennsylvania,https://are.berkeley.edu/job-candidates/past-placements
berkeley,Qu Tang,2015,Researcher at Chinese Academy of Agricultural Sciences,https://are.berkeley.edu/job-candidates/past-placements
berkeley,Gina Waterfield,2015,Economist at Brattle Group,https://are.berkeley.edu/job-candidates/past-placements
berkeley,Ciriacy-Wantrup Post Doctoral Placement,2015,Ciriacy-Wantrup Post Doctoral Placement at Ciriacy-Wantrup Post Doctoral Placement,https://are.berkeley.edu/job-candidates/past-placements
berkeley,Rapahel Calel,2015,Assistant Professor at Georgetown University,https://are.berkeley.edu/job-candidates/past-placements
berkeley,Manuel Barron,2014,Visiting Researcher at U.C. Berkeley,https://are.berkeley.edu/job-candidates/past-placements
berkeley,Marshall Burke,2014,Assistant Professor at Stanford University,https://are.berkeley.edu/job-candidates/past-placements
berkeley,Andrew Dustan,2014,Assistant Professor at Vanderbilt University,https://are.berkeley.edu/job-candidates/past-placements
berkeley,Guojun He,2014,Assistant Professor at Hong Kong University of Science and Technology (HKUST),https://are.berkeley.edu/job-candidates/past-placements
berkeley,Kyle Emerick,2014,Assistant Professor at Tufts University,https://are.berkeley.edu/job-candidates/past-placements
berkeley,Diana Lee,2014,Assistant Professor at Occidental College,https://are.berkeley.edu/job-candidates/past-placements
berkeley,Ayako Matsuda,2014,Post doctoral Fellow at University of Tokyo,https://are.berkeley.edu/job-candidates/past-placements
berkeley,Erica Myers,2014,Assistant Professor at University of Illinois,https://are.berkeley.edu/job-candidates/past-placements
berkeley,Renato Seixas,2014,Research Fellow at University of Sao Paulo in Ribeirao Preto,https://are.berkeley.edu/job-candidates/past-placements
berkeley,Tiffani Shih,2014,Associate Research Economist at Precision Health Economics,https://are.berkeley.edu/job-candidates/past-placements
berkeley,Matthew Zaragoza-Watkins,2014,E2e Postdoctoral Fellow/High-Meadows Postdoctoral Fellow at Massachusetts Institute of Technology/Environmental Defense Fund,https://are.berkeley.edu/job-candidates/past-placements
berkeley,Di Zeng,2014,"Postdoctoral Scholar at University of California, Berkeley",https://are.berkeley.edu/job-candidates/past-placements
berkeley,Ciriacy-Wantrup Post Doctoral Placement,2014,Ciriacy-Wantrup Post Doctoral Placement at Ciriacy-Wantrup Post Doctoral Placement,https://are.berkeley.edu/job-candidates/past-placements
berkeley,Svenn Jensen,2014,Assistant Professor at Norwegian University of Life Sciences,https://are.berkeley.edu/job-candidates/past-placements
berkeley,Maria Bowman,2013,Sustainable Livestock Economics Fellow at Natural Resources Defense Council,https://are.berkeley.edu/job-candidates/past-placements
berkeley,Kate Foreman,2013,Consultant at NERA,https://are.berkeley.edu/job-candidates/past-placements
berkeley,Catie Hausman,2013,Assistant Professor at University of Michigan,https://are.berkeley.edu/job-candidates/past-placements
berkeley,Phu Viet (Frankie) Lee,2013,"Post Doctoral Fellow in Environment at Senior Researcher, Lower Mekong Public Policy Initiative (USAID)",https://are.berkeley.edu/job-candidates/past-placements
berkeley,Maya Papineau,2013,Assistant Professor at Carleton University,https://are.berkeley.edu/job-candidates/past-placements
berkeley,Jessica Rider,2013,Economist at Government Accountability Office,https://are.berkeley.edu/job-candidates/past-placements
berkeley,Anna Spurlock,2013,Senior Scientific Engineering Associate at Lawrence Berkeley National Laboratory,https://are.berkeley.edu/job-candidates/past-placements
berkeley,Chantal Toledo,2013,Postdoctoral Fellow at UC Berkeley,https://are.berkeley.edu/job-candidates/past-placements
berkeley,Lunyu Xie,2013,"Assistant Professor at Renmin University, China",https://are.berkeley.edu/job-candidates/past-placements
berkeley,Ciriacy-Wantrup Postdoctoral Placement,2013,Ciriacy-Wantrup Postdoctoral Placement at Ciriacy-Wantrup Postdoctoral Placement,https://are.berkeley.edu/job-candidates/past-placements
berkeley,Neil Thompson,2013,Assistant Professor at MIT,https://are.berkeley.edu/job-candidates/past-placements
berkeley,Jing Cai,2012,Assistant Professor at University of Michigan,https://are.berkeley.edu/job-candidates/past-placements
berkeley,Sarah Dobson,2012,Assistant Professor at University of Alberta,https://are.berkeley.edu/job-candidates/past-placements
berkeley,Luosha Du,2012,Consultant at The World Bank,https://are.berkeley.edu/job-candidates/past-placements
berkeley,Fei Han,2012,Economist at International Monetary Fund,https://are.berkeley.edu/job-candidates/past-placements
berkeley,Gianmarco Leon,2012,Assistant Professor at University of Pompeu Fabra,https://are.berkeley.edu/job-candidates/past-placements
berkeley,Leslie Martin,2012,Assistant Professor at University of Melbourne,https://are.berkeley.edu/job-candidates/past-placements
berkeley,Charles Seguin,2012,Assistant Professor at L'UniversitÃ© du QuÃ©bec Ã MontrÃ©al,https://are.berkeley.edu/job-candidates/past-placements
berkeley,Steven Sexton,2012,Assistant Professor at NC State,https://are.berkeley.edu/job-candidates/past-placements
berkeley,Alex Solis,2012,Assistant Professor at Uppsala University,https://are.berkeley.edu/job-candidates/past-placements
berkeley,Ciriacy-Wantrup Postdoctoral Placements,2012,Ciriacy-Wantrup Postdoctoral Placements at Ciriacy-Wantrup Postdoctoral Placements,https://are.berkeley.edu/job-candidates/past-placements
berkeley,David Anthoff,2012,Assistant Professor at University of Michigan,https://are.berkeley.edu/job-candidates/past-placements
berkeley,Anthony Millner,2012,Research Fellow at London School of Economics,https://are.berkeley.edu/job-candidates/past-placements
berkeley,Katrina Mullan,2012,Assistant Professor at University of Montana,https://are.berkeley.edu/job-candidates/past-placements
berkeley,Helene Ollivier,2012,Research Fellow at University of Paris 1 Pantheon-Sorbonne and CNRS,https://are.berkeley.edu/job-candidates/past-placements
berkeley,Rosangela Bando,2011,Economist at Inter-American Development Bank (IADB),https://are.berkeley.edu/job-candidates/past-placements
berkeley,Damian Bickett,2011,Assistant Professor at Williamette University,https://are.berkeley.edu/job-candidates/past-placements
berkeley,Howard Chong,2011,Assistant Professor at Cornell University,https://are.berkeley.edu/job-candidates/past-placements
berkeley,Ben Crost,2011,Assistant Professor at University of Colorado,https://are.berkeley.edu/job-candidates/past-placements
berkeley,Kyriakos Drivas,2011,"Postdoctoral Researcher at University of California, Berkeley",https://are.berkeley.edu/job-candidates/past-placements
berkeley,Alan Fuchs,2011,Research Economist at UNDP,https://are.berkeley.edu/job-candidates/past-placements
berkeley,Erick Gong,2011,Assistant Professor at Middlebury College,https://are.berkeley.edu/job-candidates/past-placements
berkeley,Brian Gross,2011,Assistant Professor at Humboldt State University,https://are.berkeley.edu/job-candidates/past-placements
berkeley,Santiago Guerrero,2011,Researcher at Central Bank of Mexico,https://are.berkeley.edu/job-candidates/past-placements
berkeley,Melissa Hidrobo,2011,Postdoctoral Fellow at International Food Policy Research Institute (IFPRI),https://are.berkeley.edu/job-candidates/past-placements
berkeley,Jenny Ifft,2011,Research Economist at USDA,https://are.berkeley.edu/job-candidates/past-placements
berkeley,Koichiro Ito,2011,Assistant Professor at Boston University,https://are.berkeley.edu/job-candidates/past-placements
berkeley,Kelly Jones,2011,Postdoctoral Fellow at International Food Policy Research Institute (IFPRI),https://are.berkeley.edu/job-candidates/past-placements
berkeley,Peter Kelly,2011,Assistant Professor at Renmin University of China,https://are.berkeley.edu/job-candidates/past-placements
berkeley,Joanne Lee,2011,Economist at Mathematica,https://are.berkeley.edu/job-candidates/past-placements
berkeley,Fangwen Lu,2011,Assistant Professor at Renmin University of China,https://are.berkeley.edu/job-candidates/past-placements
berkeley,Elizaveta Perova,2011,Economist at World Bank,https://are.berkeley.edu/job-candidates/past-placements
berkeley,Biswo Poudel,2011,Visiting Scholar at UC Berkeley,https://are.berkeley.edu/job-candidates/past-placements
berkeley,Lourdes Rodriguez-Chamussy,2011,Lecturer at George Washington University,https://are.berkeley.edu/job-candidates/past-placements
berkeley,Tom Sproul,2011,Assistant Professor at University of Rhode Island,https://are.berkeley.edu/job-candidates/past-placements
berkeley,Abdoulaye Sy,2011,World Bank,https://are.berkeley.edu/job-candidates/past-placements
berkeley,Quoc Viet,2011,"Founder and President at Golden Bridge, Inc.",https://are.berkeley.edu/job-candidates/past-placements
berkeley,Shanthi Nataraj,2010,Associate Economist at RAND,https://are.berkeley.edu/job-candidates/past-placements
berkeley,Jill Luoto,2010,Associate Economist at RAND,https://are.berkeley.edu/job-candidates/past-placements
berkeley,Jenny Liu,2010,Assistant Professor at Portland State University,https://are.berkeley.edu/job-candidates/past-placements
berkeley,Maoyong Fan,2009,Assistant Professor at Ball State University,https://are.berkeley.edu/job-candidates/past-placements
berkeley,Kristen Kiesel,2009,"Assistant Professor at California State University, Sacramento",https://are.berkeley.edu/job-candidates/past-placements
berkeley,Zhen Lei,2009,Assistant Professor at Pennsylvania State University,https://are.berkeley.edu/job-candidates/past-placements
berkeley,Clair Null,2009,Assistant Professor at Emory University,https://are.berkeley.edu/job-candidates/past-placements
berkeley,Robert Santillano,2009,Researcher at Mathematica,https://are.berkeley.edu/job-candidates/past-placements
berkeley,Jesse Tack,2009,Assistant Professor at Mississippi State University,https://are.berkeley.edu/job-candidates/past-placements
berkeley,Rocio Titiunik,2009,Assistant Professor at University of Michigan,https://are.berkeley.edu/job-candidates/past-placements
berkeley,Jenny Aker,2008,Assistant Professor at Tufts University,https://are.berkeley.edu/job-candidates/past-placements
berkeley,Jennifer Brown,2008,Assistant Professor at Northwestern University,https://are.berkeley.edu/job-candidates/past-placements
berkeley,Ricardo Cavazos,2008,Chief Economist at COFEPRIS,https://are.berkeley.edu/job-candidates/past-placements
berkeley,CÃ©line FerrÃ©,2008,Economist (Young Professional) at The World Bank,https://are.berkeley.edu/job-candidates/past-placements
berkeley,Rui Huang,2008,Assistant Professor at University of Connecticut,https://are.berkeley.edu/job-candidates/past-placements
berkeley,Ryan Kellogg,2008,Assistant Professor at University of Michigan,https://are.berkeley.edu/job-candidates/past-placements
berkeley,James Manley,2008,Assistant Professor at Towson University,https://are.berkeley.edu/job-candidates/past-placements
berkeley,Lyngun Nie,2008,Economist at Washington Mutual Bank,https://are.berkeley.edu/job-candidates/past-placements
berkeley,Hugo Salgado,2008,"Assistant Professor at Universidad de Concepcion, Chile",https://are.berkeley.edu/job-candidates/past-placements
berkeley,Susan Stratton,2008,Assistant Professor at Smith College,https://are.berkeley.edu/job-candidates/past-placements
berkeley,Felipe Vasquez,2008,"Professor at Universidad del Desarrollo in Concepcion, Chile",https://are.berkeley.edu/job-candidates/past-placements
berkeley,Muzhe Yang,2008,Assistant Professor at Lehigh University,https://are.berkeley.edu/job-candidates/past-placements
berkeley,Emma Aisbett,2007,Assistant Professor at Australian National University,https://are.berkeley.edu/job-candidates/past-placements
berkeley,Sarah Baird,2007,"Postdoctoral Scholar at University of California, San Diego",https://are.berkeley.edu/job-candidates/past-placements
berkeley,Xiangyi (Daniel) Meng,2007,"Assistant Professor at Central University of Finance and Economics, Beijing, China",https://are.berkeley.edu/job-candidates/past-placements
berkeley,Ralf Steinhauser,2007,Research Fellow at Australian National University,https://are.berkeley.edu/job-candidates/past-placements
berkeley,Hendrik Wolff,2007,Assistant Professor at University of Washington,https://are.berkeley.edu/job-candidates/past-placements
berkeley,Christopher Busch,2006,Climate Economist at The Union of Concerned Scientists,https://are.berkeley.edu/job-candidates/past-placements
berkeley,Claudio Ferraz,2006,"Research Economist at Instituto de Pesquisa Economica Aplicada (IPEA), Rio de Janeiro, Brasil",https://are.berkeley.edu/job-candidates/past-placements
berkeley,Frederico Finan,2006,Assistant Professor at UCLA,https://are.berkeley.edu/job-candidates/past-placements
berkeley,Meredith Fowlie2007 AAEA Outstanding Dissertation Award,2006,Assistant Professor at University of Michigan,https://are.berkeley.edu/job-candidates/past-placements
berkeley,James Hilger,2006,Economist at Federal Trade Commission,https://are.berkeley.edu/job-candidates/past-placements
berkeley,Bo MacInnis,2006,Research Fellow at University of Michigan,https://are.berkeley.edu/job-candidates/past-placements
berkeley,Manisha Shah,2006,Assistant Professor at University of Melbourne,https://are.berkeley.edu/job-candidates/past-placements
berkeley,Jaya Sil,2006,Risk Modeling Officer at Chase & Co,https://are.berkeley.edu/job-candidates/past-placements
berkeley,Ruth Uwaifo Oyelere,2006,"Assistant Professor at Georgia Institute of Technology, GATECH",https://are.berkeley.edu/job-candidates/past-placements
berkeley,Jennifer Alix,2005,"Assistant Professor at University of Montana, Missoula",https://are.berkeley.edu/job-candidates/past-placements
berkeley,Tania Barham,2005,"Assistant Professor at University of Colorado, Boulder",https://are.berkeley.edu/job-candidates/past-placements
berkeley,Tomoki Fujii,2005,Assistant Professor at Singapore Management University,https://are.berkeley.edu/job-candidates/past-placements
berkeley,Fang Lai,2005,Assistant Professor at New York University,https://are.berkeley.edu/job-candidates/past-placements
berkeley,Andrew McKim,2005,Program Economist at United States Agency for International Development,https://are.berkeley.edu/job-candidates/past-placements
berkeley,Laura Schechter,2005,"Assistant Professor at University of Wisconsin, Madison",https://are.berkeley.edu/job-candidates/past-placements
berkeley,Karina Schoengold,2005,"Assistant Professor at University of Nebraska, Lincoln",https://are.berkeley.edu/job-candidates/past-placements
berkeley,Jason Scorse,2005,Assistant Professor at Monterey Institute of International Studies,https://are.berkeley.edu/job-candidates/past-placements
berkeley,Guanming Shi,2005,"Assistant Professor at University of Wisconsin, Madison",https://are.berkeley.edu/job-candidates/past-placements
berkeley,Aaron Swoboda,2005,Assistant Professor at University of Pittsburgh,https://are.berkeley.edu/job-candidates/past-placements
berkeley,Yanhong Jin,2004,Assistant Professor at Texas A&M University,https://are.berkeley.edu/job-candidates/past-placements
berkeley,Stephen Stohs,2004,"Researcher/Lecturer at University of California, San Diego",https://are.berkeley.edu/job-candidates/past-placements
berkeley,Caridad Araujo,2003,Visiting Assistant Professor/Consultant at Georgetown University/World Bank,https://are.berkeley.edu/job-candidates/past-placements
berkeley,Kathy Baylis,2003,"Assistant Professor at University of British Columbia, Vancouver",https://are.berkeley.edu/job-candidates/past-placements
berkeley,Nick Brozovic,2003,"Assistant Professor at University of Illinois, Urbana Champaign",https://are.berkeley.edu/job-candidates/past-placements
berkeley,Sean Cash,2003,"Assistant Professor at University of Alberta, Edmonton",https://are.berkeley.edu/job-candidates/past-placements
berkeley,Greg Graff,2003,"Director of Research at Bio-Economic Research Associates, Cambridge, MA",https://are.berkeley.edu/job-candidates/past-placements
berkeley,Karen Macours,2003,Assistant Professor at Johns Hopkins University,https://are.berkeley.edu/job-candidates/past-placements
berkeley,Craig McIntosh,2003,"Assistant Professor at University of California, San Diego",https://are.berkeley.edu/job-candidates/past-placements
berkeley,Wolfram Schlenker,2003,Assistant Professor at Columbia University,https://are.berkeley.edu/job-candidates/past-placements
berkeley,Ximing Wu,2003,Assistant Professor at Texas A&M University,https://are.berkeley.edu/job-candidates/past-placements
davis,Tzu-Hui J. Chen,2026,Postdoctoral Associate at Cornell University,https://are.ucdavis.edu/phd/past-placements/
davis,Saloni Chopra,2026,Lecturer (Asst. Professor) at University of St. Andrews,https://are.ucdavis.edu/phd/past-placements/
davis,Rachel E. Jones,2026,Postdoc Research Fellowship at Nova School of Business and Economics,https://are.ucdavis.edu/phd/past-placements/
davis,Mira Korb,2026,Data Scientist at Mathematica Policy Research,https://are.ucdavis.edu/phd/past-placements/
davis,Zhiyao (Yao) Ma,2026,"Lecturer at University of California, Davis",https://are.ucdavis.edu/phd/past-placements/
davis,Bruno Pimenta,2026,"Research Assistant at Imperial College, London",https://are.ucdavis.edu/phd/past-placements/
davis,Kelly Yuexuan Wu,2026,Economist at Amazon,https://are.ucdavis.edu/phd/past-placements/
davis,Wenjie Zhan,2026,Assistant Professor at Ontario Agricultural College,https://are.ucdavis.edu/phd/past-placements/
davis,Felipe Grimaldi Avileis,2025,"Assistant Professor at University of Nebraska, Lincoln",https://are.ucdavis.edu/phd/past-placements/
davis,"Jiting Jiang
2025",2025,Data Scientist at Meta,https://are.ucdavis.edu/phd/past-placements/
davis,James Keeler,2025,"Postdoctoral Scholar at University of California, Davis",https://are.ucdavis.edu/phd/past-placements/
davis,Pedro Liedo,2025,Assistant Professor at Tecnológico de Monterrey,https://are.ucdavis.edu/phd/past-placements/
davis,Marcos M. Sugastti,2025,Postdoctoral Research Associate at University of Edinburgh,https://are.ucdavis.edu/phd/past-placements/
davis,Isabelle Picciotto,2025,Assistant Professor at Arizona State University,https://are.ucdavis.edu/phd/past-placements/
davis,Sam Raburn,2025,Economist at California Department of Pesticide Regulation,https://are.ucdavis.edu/phd/past-placements/
davis,"Syeda Warda Riaz
2025",2025,Assistant Professor of Economics at Lahore University of Management Sciences,https://are.ucdavis.edu/phd/past-placements/
davis,Frederik Strabo,2025,"Postdoctoral Scholar at University of California, Davis",https://are.ucdavis.edu/phd/past-placements/
davis,Mengfei Zhou,2025,Associate Professor at Huazhong Agricultural University,https://are.ucdavis.edu/phd/past-placements/
davis,"Dasha Ageikina
2024",2024,Data Scientist at Glynmoran,https://are.ucdavis.edu/phd/past-placements/
davis,Isaac Ahimbisibwe,2024,Assistant Professor at Baylor University,https://are.ucdavis.edu/phd/past-placements/
davis,Thomas Anderson Jr.,2024,Assistant Professor at University of Florida,https://are.ucdavis.edu/phd/past-placements/
davis,Julian Arteaga,2024,Consultant at World Bank,https://are.ucdavis.edu/phd/past-placements/
davis,"Marieke (Mari) Fenton
2024",2024,Air Pollution Specialist at California Air Resources Board,https://are.ucdavis.edu/phd/past-placements/
davis,Tengda Gong,2024,Assistant Professor at University of Manitoba,https://are.ucdavis.edu/phd/past-placements/
davis,Sean Kiely,2024,Postdoctoral Fellow in Agricultural Economics at National Bureau of Economic Research,https://are.ucdavis.edu/phd/past-placements/
minnesota,Haseeb Ali,2024,Senior Data Scientist at Securian Financial,https://apec.umn.edu/graduate/placement-recent-graduates
minnesota,Kenn Chua,2024,Economist at Amazon,https://apec.umn.edu/graduate/placement-recent-graduates
minnesota,Kadidatou Doucoure,2024,Assistant Professor at Loyola University Maryland,https://apec.umn.edu/graduate/placement-recent-graduates
minnesota,Jhih-Yun Liu,2024,Assistant Professor at University of Connecticut,https://apec.umn.edu/graduate/placement-recent-graduates
minnesota,SongYi Paik,2024,Assistant Extension Agent at University of Hawai'i,https://apec.umn.edu/graduate/placement-recent-graduates
minnesota,Khoa Vu,2024,Economist at Charles River Associates,https://apec.umn.edu/graduate/placement-recent-graduates
wisconsin,Priyadarshi Amar,2025,Postdoctoral Research Associate at Institute Carlos III Juan March at University Carlos III of Madrid,https://aae.wisc.edu/graduate-programs/placement/
wisconsin,Ziheng Liu,2025,"Assistant Professor at Zhejiang University, Department of Agricultural Economics and Management",https://aae.wisc.edu/graduate-programs/placement/
wisconsin,Felipe Parra,2025,"Postdoctoral Research Associate at Civil Conflict and Democratic Erosion Lab, Brown University",https://aae.wisc.edu/graduate-programs/placement/
wisconsin,Sakina Shibuya,2025,Consultant at University of Tokyo Economic Consulting Inc,https://aae.wisc.edu/graduate-programs/placement/
wisconsin,Talita Silva,2025,Postdoctoral Scholar at Sao Paulo School of Economics,https://aae.wisc.edu/graduate-programs/placement/
wisconsin,Sossou Adjisse,2024,Postdoctoral Scholar at Oregon State University,https://aae.wisc.edu/graduate-programs/placement/
wisconsin,Monica Agarwal,2024,Postdoctoral Scholar at Northwestern University,https://aae.wisc.edu/graduate-programs/placement/
wisconsin,Nicholas Gallagher,2024,"Assistant Professor at University of Minnesota, Department of Applied Economics",https://aae.wisc.edu/graduate-programs/placement/
wisconsin,Vikas Gawai,2024,Postdoctoral Scholar at Center for Disease Control and Prevention (CDC),https://aae.wisc.edu/graduate-programs/placement/
wisconsin,Yating Gong,2024,Assistant Professor at Jinan University,https://aae.wisc.edu/graduate-programs/placement/
wisconsin,Ryo Sakamoto,2024,Economist at UTokyo Economic Consulting Inc,https://aae.wisc.edu/graduate-programs/placement/
wisconsin,Nguyen Vuong,2024,Assistant Professor at University of Tsukuba,https://aae.wisc.edu/graduate-programs/placement/
wisconsin,Karin Wu,2024,"Assistant Professor at National Taiwan University, Department of Agricultural Economics",https://aae.wisc.edu/graduate-programs/placement/
wisconsin,Gaurav Doshi,2023,"Assistant Professor at Georgia Institute of Technology, Department of Economics",https://aae.wisc.edu/graduate-programs/placement/
wisconsin,Itzel de Haro Lopez,2023,"Assistant Professor at University of Navarra, Navarra Center for International Development",https://aae.wisc.edu/graduate-programs/placement/
wisconsin,Nicole Karwowski,2023,"Assistant Professor at Montana State University, Department of Agricultural Economics and Economics",https://aae.wisc.edu/graduate-programs/placement/
wisconsin,Varan Kitayaporn,2023,"Visiting Clinical Assistant Professor at New York University, Department of Economics",https://aae.wisc.edu/graduate-programs/placement/
wisconsin,Qinan Lu,2023,"Assistant Professor at Renmin University, School of Agricultural Economics & Rural Development",https://aae.wisc.edu/graduate-programs/placement/
wisconsin,Osaretin Olurotimi,2023,"Assistant Research Professor at University of Arizona, Department of Agriculture and Resource Economics",https://aae.wisc.edu/graduate-programs/placement/
wisconsin,Pukitta Chunsuttiwat,2022,"Economist at Keystone Strategy, Seattle, WA",https://aae.wisc.edu/graduate-programs/placement/
wisconsin,Erik Katovich,2022,"Postdoctoral Fellow at Institute of Economics and Econometrics, University of Geneva, Switzerland",https://aae.wisc.edu/graduate-programs/placement/
wisconsin,Artak Meloyan,2022,"Data Scientist at Meta, Menlo Park, CA",https://aae.wisc.edu/graduate-programs/placement/
wisconsin,Kaitlyn Sims,2022,"Assistant Professor of Microeconomics for Public Policy at Josef Korbel School of International Studies, University of Denver",https://aae.wisc.edu/graduate-programs/placement/
wisconsin,Mizuhiro Suzuki,2022,"Principal Associate Quantitative Analyst at Capital One, McLean, VA",https://aae.wisc.edu/graduate-programs/placement/
wisconsin,Licheng Xu,2022,"Assistant Professor at BNU Business School, Beijing Normal University",https://aae.wisc.edu/graduate-programs/placement/
wisconsin,Jiarui Zhang,2022,"Data Scientist at Meta, Menlo Park, CA",https://aae.wisc.edu/graduate-programs/placement/
wisconsin,Eduardo Cenci,2021,Assistant Professor at University of Nebraska-Omaha,https://aae.wisc.edu/graduate-programs/placement/
wisconsin,I-Chun Chen,2021,"Senior Quantitative Analyst at TD Bank, N.A",https://aae.wisc.edu/graduate-programs/placement/
wisconsin,Joshua Deutschmann,2021,Postdoctoral Scholar with the Development Innovation Lab at University of Chicago,https://aae.wisc.edu/graduate-programs/placement/
wisconsin,Sunny Jie Feng,2021,"Assistant Professor at School of Humanities and Social Sciences, Beijing Institute of Technology",https://aae.wisc.edu/graduate-programs/placement/
wisconsin,Kangli Li,2021,Quantitative Analytics Senior at Freddie Mac,https://aae.wisc.edu/graduate-programs/placement/
wisconsin,Ana Paula Melo da Silva,2021,Assistant Professor at Howard University,https://aae.wisc.edu/graduate-programs/placement/
wisconsin,Adam Theising,2021,Postdoctoral Fellow at United States Environmental Protection Agency,https://aae.wisc.edu/graduate-programs/placement/
wisconsin,Patcha Chaikitmongkol,2020,"Assistant Professor at Chiang Mai University, Thailand",https://aae.wisc.edu/graduate-programs/placement/
wisconsin,Amelia Maria Gibbons,2020,"Lecturer & Academic Coordinator at Universidad de San Andrés, Argentina",https://aae.wisc.edu/graduate-programs/placement/
wisconsin,Jared Hutchins,2020,"Assistant Professor at Agricultural and Consumer Economics, University of Illinois, Urbana-Champaign",https://aae.wisc.edu/graduate-programs/placement/
wisconsin,Irene Jacqz,2020,"Postdoctoral Fellow at Inequality in America Initiative, Harvard University
Assistant ProfessorDepartment of Economics, Iowa State University",https://aae.wisc.edu/graduate-programs/placement/
wisconsin,Matt Klein,2020,"Economic Analyst at Policy, Data, Performance & Integrity Division, Washington State Employment Security Department",https://aae.wisc.edu/graduate-programs/placement/
wisconsin,Yuji Saikai,2020,"Tutor (Postdoctoral Fellow) at School of Mathematics and Statistics, University of Melbourne",https://aae.wisc.edu/graduate-programs/placement/
wisconsin,Marin Skidmore,2020,"Assistant Professor at Agricultural and Consumer Economics, University of Illinois, Urbana-Champaign",https://aae.wisc.edu/graduate-programs/placement/
wisconsin,Justin Winikoff,2020,"Research Agricultural Economist at Economic Research Service, United States Department of Agriculture. Feb. 2024 and Sept",https://aae.wisc.edu/graduate-programs/placement/
wisconsin,Charng-Jiun Yu,2020,"Economist at Amazon.com, Inc",https://aae.wisc.edu/graduate-programs/placement/
wisconsin,Alexey Kalinin,2019,"Postdoctoral Fellow at Harvard Forest, Harvard University",https://aae.wisc.edu/graduate-programs/placement/
wisconsin,Naoki Nishimura,2019,Economist at Japan International Cooperation Agency,https://aae.wisc.edu/graduate-programs/placement/
wisconsin,Quiñones,2019,Researcher at Esteban Mathematica Policy Research,https://aae.wisc.edu/graduate-programs/placement/
wisconsin,Jordan Van Rijn,2019,", Senior Economist
Credit Union National Association",https://aae.wisc.edu/graduate-programs/placement/
wisconsin,Shuwei Zeng,2019,Quantitative Analytics Sr. at Freddie Mac,https://aae.wisc.edu/graduate-programs/placement/
wisconsin,Siyao Zhu,2019,Global Team Researcher at Precision Agriculture for Development,https://aae.wisc.edu/graduate-programs/placement/
wisconsin,Zack Barnett-Howell,2018,", Postdoctoral Associate and Lecturer
MacMillan Center for International & Area Studies, Yale University",https://aae.wisc.edu/graduate-programs/placement/
wisconsin,Allison Derrick,2018,", Research EconomistBalance of Payments Division, U.S. Bureau of Economic Analysis",https://aae.wisc.edu/graduate-programs/placement/
wisconsin,Mingxuan Fan,2018,"Postdoctoral Fellow at National University of Singapore, Institute of Water Policy, Lee Kuan Yew School of Public Policy",https://aae.wisc.edu/graduate-programs/placement/
wisconsin,Rachel Frattarola Hernández,2018,", Economist
Office of Management and Budget",https://aae.wisc.edu/graduate-programs/placement/
wisconsin,Jared Gars,2018,", Policy Analyst
Centre for Entrepreneurship, SMEs, Regions and Cities, Organisation for Economic Co-operation and Development (OECD)",https://aae.wisc.edu/graduate-programs/placement/
wisconsin,Norihiko Matsuda,2018,", Assistant Professor
Department of Economics, Florida International University",https://aae.wisc.edu/graduate-programs/placement/
wisconsin,Fanny Moffette,2018,"Postdoctoral Research Associate at Nelson Institute for Environmental Studies, University of Wisconsin-Madison",https://aae.wisc.edu/graduate-programs/placement/
wisconsin,Thanicha Ruangmas,2018,"Assistant Clinical Professor at University of Maryland, FIRE program",https://aae.wisc.edu/graduate-programs/placement/
wisconsin,Andrew Schreiber,2018,"Economist at National Center for Environmental Economics, Environmental Protection Agency",https://aae.wisc.edu/graduate-programs/placement/
wisconsin,Nouhoum Traore,2018,"International Consultant at Social Protection and Labor-Africa Region, The World Bank Group",https://aae.wisc.edu/graduate-programs/placement/
wisconsin,Charles Wonjun Chang,2017,"Energy Economist at Charles River Associates
(First position: Postdoctoral Fellow, Joint Global Change Research Institute, University of Maryland)",https://aae.wisc.edu/graduate-programs/placement/
wisconsin,Brett Close,2017,Senior Economist at EMI Consulting,https://aae.wisc.edu/graduate-programs/placement/
wisconsin,Cornelia Ilin,2017,Associate at Analysis Group,https://aae.wisc.edu/graduate-programs/placement/
